year,page,layout,dept_hint,name,is_total,pios,opening,received,total,transferred,replied,rej_s8,rej_s9,rej_s11,rej_s24,rej_other,rej_total,pending,charges_rs,fee_rs,penalty_rs,amount_total_rs,faas,fa_opening,fa_received,fa_total,fa_disposed,fa_rejected,fa_pending,disciplinary,chk_total,chk_disposal,key,canonical,tier
2016,56,W,Higher Education Department,Technical Education,0,1,18,532,550,18,508,10,,2,,,,12,1436,,,,1,,94,94,94,,,,1,1,state council for technical education,Tamil Nadu State Council for Technical Education,HOD
2016,56,W,Higher Education Department,Collegiate Education,0,104,568,1875,2443,95,2264,,,,,,,84,,,,,10,44,209,253,249,,4,,1,1,collegiate education,Directorate of Collegiate Education,HOD
2016,56,W,Higher Education Department,Tamil Nadu Archives and Historical Research,0,12,89,5941,6030,57,5884,,,,,,,89,,,,,1,,104,104,104,,,,1,1,archives historical research,Tamil Nadu Archives and Historical Research,HOD
2016,56,W,Higher Education Department,Tamil Nadu State Council for Higher Education,0,1,,12,12,4,8,,,,,,,,,,,,1,,1,1,1,,,,1,1,state council for higher education,Tamil Nadu State Council for Higher Education,HOD
2016,56,W,Higher Education Department,Tamil Nadu State Council for Technical Education,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,state council for technical education,Tamil Nadu State Council for Technical Education,HOD
2016,56,W,Higher Education Department,Tamil Nadu Science and Technology Centre,0,1,,29,29,,29,,,,,,,,,,,,1,,29,29,29,,,,1,1,science technology centre,Tamil Nadu Science and Technology Centre,HOD
2016,56,W,Higher Education Department,Tamil Nadu State Council for Science and Technology,0,1,,7,7,,7,,,,,,,,120,,,,1,,1,1,1,,,,1,1,state council for science technology,Tamil Nadu State Council for Science and Technology,HOD
2016,56,W,Higher Education Department,Science City,0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,science city,Science City,HOD
2016,56,W,Higher Education Department,University of Madras,0,1,24,846,870,18,813,,4,,,14,,21,650,,,,1,4,95,99,98,,1,,1,1,university madras,University of Madras,Body/Corporation
2016,56,W,Higher Education Department,Annamalai University,0,3,,783,783,,783,,,,,,,,1810,,,,3,,31,31,31,,,,1,1,annamalai university,Annamalai University,Body/Corporation
2016,56,W,Higher Education Department,Madurai Kamaraj University,0,1,452,798,1250,,423,,,,,,,827,,,,,1,65,83,148,45,,103,,1,1,madurai kamaraj university,Madurai Kamaraj University,Body/Corporation
2016,56,W,Higher Education Department,Manonmaniam Sundaranar University,0,1,52,1210,1262,4,956,,,7,,5,,290,12500,,,,1,16,10,26,26,,,,1,1,manonmaniam sundaranar university,Manonmaniam Sundaranar University,Body/Corporation
2016,56,W,Higher Education Department,Bharathidasan University,0,1,142,169,311,12,196,4,,,,,,99,730,,,,1,5,16,21,20,1,,,1,1,bharathiar university,Bharathiar University,Body/Corporation
2016,56,W,Higher Education Department,Bharathiar University,0,1,,279,279,279,,,,,,,,,,,,,1,7,9,16,16,,,,1,,bharathiar university,Bharathiar University,Body/Corporation
2016,57,W,Higher Education Department,Alagappa University,0,1,,245,245,1,204,15,,8,,14,,3,896,,,,1,,15,15,14,1,,,1,1,alagappa university,Alagappa University,Body/Corporation
2016,57,W,Higher Education Department,Thiruvalluvar University,0,1,,112,112,,112,,,,,,,,,,,,1,,,,,,,,1,1,thiruvalluvar university,Thiruvalluvar University,Body/Corporation
2016,57,W,Higher Education Department,Periyar University,0,1,275,630,905,,604,,,,,,,301,,,,,1,48,101,149,145,,4,,1,1,periyar university,Periyar University,Body/Corporation
2016,57,W,Higher Education Department,Mother Teresa Women's University,0,1,1,50,51,,51,,,,,,,,,,,,3,,3,3,3,,,,1,1,mother teresa women s university,Mother Teresa Women's University,Body/Corporation
2016,57,W,Higher Education Department,Tamil Nadu Open University,0,1,,100,100,,100,,,,,,,,,,,,1,,1,1,1,,,,1,1,open university,Tamil Nadu Open University,Body/Corporation
2016,57,W,Higher Education Department,Tamil Nadu Teachers Education University,0,1,,211,211,12,191,,,,,,,8,202,,,,1,,5,5,5,,,,1,1,teachers education university,Tamil Nadu Teachers Education University,Body/Corporation
2016,57,W,Higher Education Department,Anna University,0,1,92,773,865,60,623,24,,,46,,,112,6546,,,,1,14,188,202,188,4,10,,1,1,anna university,Anna University,Body/Corporation
2016,57,W,Higher Education Department,Higher Education Department Total,1,142,1713,15184,16897,877,13960,53,4,17,46,94,,1846,25974,,,,39,203,1026,1229,1101,6,122,,1,1,higher education total,Higher Education Department Total,HOD
2016,57,W,Highways and Minor Ports Department,"Highways and Minor Ports Department, Secretariat",0,29,1,183,184,111,53,12,,,,8,,,428,,,,9,,14,14,11,3,,,1,1,highways minor ports secretariat,"Highways and Minor Ports Department, Secretariat",Secretariat
2016,57,W,Highways and Minor Ports Department,Directorate of Highways,0,132,10,2115,2125,430,1662,3,,1,,18,,11,13441,,,,45,6,134,140,133,5,2,,1,1,highways minor ports secretariat,"Highways and Minor Ports Department, Secretariat",HOD
2016,57,W,Highways and Minor Ports Department,Tamil Nadu Maritime Board,0,1,,19,19,3,15,1,,,,,,,254,,,,1,,1,1,1,,,,1,1,maritime board,Tamil Nadu Maritime Board,Body/Corporation
2016,57,W,Highways and Minor Ports Department,Poompuhar Shipping Corporation,0,3,,7,7,,7,,,,,,,,,,,,1,,,,,,,,1,1,poompuhar shipping,Poompuhar Shipping Corporation,Body/Corporation
2016,57,W,Highways and Minor Ports Department,Tamil Nadu Road Infrastructure Development Corporation,0,1,,15,15,,15,,,,,,,,,,,,1,,,,,,,,1,1,road infrastructure development,Tamil Nadu Road Infrastructure Development Corporation,Body/Corporation
2016,57,W,Highways and Minor Ports Department,Highways and Minor Ports Department Total,1,166,11,2339,2350,544,1752,16,,1,,26,,11,14123,,,,57,6,149,155,145,8,2,,1,1,highways minor ports total,Highways and Minor Ports Department Total,HOD
2016,57,W,Home Prohibition and Excise Department,"Home Prohibition and Excise Department, Secretariat",0,17,2,924,926,706,178,8,,,1,33,,,,,,,9,,40,40,40,,,,1,1,prohibition excise,Home Department Prohibition and Excise Wing,Secretariat
2016,57,W,Home Prohibition and Excise Department,Police,0,99,1346,50184,51530,5793,39787,2006,133,285,737,1023,,1766,448070,,,,99,95,2648,2743,1663,705,375,,1,1,police,Police Department,HOD
2016,57,W,Home Prohibition and Excise Department,Tamil Nadu Police Housing Corporation,0,12,,12,12,,12,,,,,,,,,,,,4,,1,1,1,,,,1,1,police housing,Tamil Nadu Police Housing Corporation,Body/Corporation
2016,57,W,Home Prohibition and Excise Department,Tamil Nadu Uniformed Services Recruitment Board,0,1,43,332,375,,363,3,,,,4,,5,,,,,1,2,80,82,79,,3,,1,1,uniformed services recruitment board,Tamil Nadu Uniformed Services Recruitment Board,Body/Corporation
2016,57,W,Home Prohibition and Excise Department,Prisons,0,16,31,2697,2728,906,1693,28,13,7,,55,,26,2347,,,,6,,81,81,79,1,1,,1,1,prisons,Prisons Department,HOD
2016,57,W,Home Prohibition and Excise Department,Transport Commissionerate,0,6,20,282,302,128,157,4,,,,10,,3,,,,,1,,12,12,12,,,,1,1,metropolitan transport,"Metropolitan Transport Corporation (Chennai) Ltd.,",HOD
2016,58,W,Home Prohibition and Excise Department,High Court of Madras,0,1,111,1294,1405,245,934,,,,,,,226,,,,,1,42,497,539,450,,89,,1,1,high court madras,High Court of Madras,Body/Corporation
2016,58,W,Home Prohibition and Excise Department,"Madurai Bench of Madras High Court, Madurai",0,1,,527,527,71,456,,,,,,,,,,,,1,,,,,,,,1,1,madurai bench madras high court madurai,"Madurai Bench of Madras High Court, Madurai",Body/Corporation
2016,58,W,Home Prohibition and Excise Department,Government Litigations,0,11,,16,16,2,13,1,,,,,,,,,,,1,,,,,,,,1,1,litigations,Government Litigations,HOD
2016,58,W,Home Prohibition and Excise Department,Prosecution,0,26,,134,134,12,120,,,,,2,,,,,,,1,,3,3,3,,,,1,1,prosecution,Directorate of Prosecution,HOD
2016,58,W,Home Prohibition and Excise Department,Fire and Rescue Services,0,41,2,1402,1404,1,1400,1,,,,,,2,305,,,,41,,23,23,21,2,,,1,1,fire rescue services,Fire and Rescue Services Department,HOD
2016,58,W,Home Prohibition and Excise Department,Forensic Sciences,0,10,3,77,80,8,65,1,,1,,3,,2,42,,,,1,,11,11,11,,,,1,1,forensic sciences,Forensic Sciences Department,HOD
2016,58,W,Home Prohibition and Excise Department,Tamil Nadu State Marketing Corporation Limited,0,138,28,753,781,,761,,,,,,,20,,,,,15,,55,55,55,,,,1,1,state marketing,Tamil Nadu State Marketing Corporation Limited,Body/Corporation
2016,58,W,Home Prohibition and Excise Department,Prohibition and Excise,0,4,,22,22,,22,,,,,,,,,,,,1,,1,1,1,,,,1,1,prohibition excise,Home Department Prohibition and Excise Wing,HOD
2016,58,W,Home Prohibition and Excise Department,Home Prohibition and Excise Department Total,1,383,1586,58656,60242,7872,45961,2052,146,293,738,1130,,2050,450164,,,,182,139,3452,3591,2415,708,468,,1,1,home prohibition excise total,Home Prohibition and Excise Department Total,HOD
2016,58,W,Housing and Urban Development Department,"Housing and Urban Development Department, Secretariat",0,8,,310,310,130,175,,,,,4,,1,690,,,,1,,17,17,17,,,,1,1,housing urban development secretariat,"Housing and Urban Development Department, Secretariat",Secretariat
2016,58,W,Housing and Urban Development Department,Tamil Nadu Housing Board,0,10,,1783,1783,22,1761,,,,,,,,2132,,,,26,,85,85,85,,,,1,1,housing board,Tamil Nadu Housing Board,Body/Corporation
2016,58,W,Housing and Urban Development Department,Tamil Nadu Slum Clearance Board,0,50,,559,559,,559,,,,,,,,904,,,,34,,44,44,44,,,,1,1,slum clearance board,Tamil Nadu Slum Clearance Board,Body/Corporation
2016,58,W,Housing and Urban Development Department,Chennai Metropolitan Development Authority,0,1,,2434,2434,90,2344,,,,,,,,17998,,,,1,15,61,76,76,,,,1,1,metropolitan development authority,Chennai Metropolitan Development Authority,Body/Corporation
2016,58,W,Housing and Urban Development Department,Town and Country Planning,0,55,42,2125,2167,158,1978,1,,,,,,30,63202,,,,42,,79,79,68,3,8,,1,1,town country planning,Directorate of Town and Country Planning,HOD
2016,58,W,Housing and Urban Development Department,Registrar of Co-operative Societies (Housing),0,12,,365,365,50,315,,,,,,,,80,,,,12,,18,18,18,,,,1,1,registrar co operative societies,Registrar of Co-operative Societies,HOD
2016,58,W,Housing and Urban Development Department,Tamil Nadu Co-operative Housing Federation,0,1,5,48,53,3,45,,,,,1,,4,,,,,1,,,,,,,,1,1,co operative housing federation,Tamil Nadu Co-operative Housing Federation,HOD
2016,58,W,Housing and Urban Development Department,Housing and Urban Development Department Total,1,137,47,7624,7671,453,7177,1,,,,5,,35,85006,,,,117,15,304,319,308,3,8,,1,1,housing urban development total,Housing and Urban Development Department Total,HOD
2016,58,W,Industries Department,"Industries Department, Secretariat",0,5,6,120,126,71,41,7,,,,7,,,680,,,,4,,7,7,7,,,,1,1,industries secretariat,"Industries Department, Secretariat",Secretariat
2016,58,W,Industries Department,Geology and Mining,0,44,78,1237,1315,137,1049,15,,,,63,,51,16478,,,,1,279,138,417,322,23,72,,1,1,geology mining,Directorate of Geology and Mining,HOD
2016,58,W,Industries Department,Department of Sugar,0,1,,158,158,50,96,12,,,,,,,741,,,,1,,3,3,3,,,,1,1,sugar,Tamil Nadu Sugar Corporation,HOD
2016,59,W,Industries Department,State Industries Promotion Corporation of Tamil Nadu,0,1,5,129,134,37,80,,,,,6,,11,,,,,1,1,26,27,23,2,2,,1,1,state industries promotion,State Industries Promotion Corporation of Tamil Nadu,Body/Corporation
2016,59,W,Industries Department,Tamil Nadu Industrial Development Corporation,0,1,,20,20,1,12,,,,,,,7,,,,,1,,2,2,1,,1,,1,1,industrial development,Tamil Nadu Industrial Development Corporation,Body/Corporation
2016,59,W,Industries Department,"Tamil Nadu Industrial Investment Corporation Ltd.,",0,1,4,62,66,,63,,,,,,,3,282,,,,1,,8,8,8,,,,1,1,industrial investment,"Tamil Nadu Industrial Investment Corporation Ltd.,",Body/Corporation
2016,59,W,Industries Department,"Tamil Nadu Salt Corporation Ltd.,",0,1,,15,15,1,14,,,,,,,,,,,,1,,1,1,1,,,,1,1,salt,"Tamil Nadu Salt Corporation Ltd.,",Body/Corporation
2016,59,W,Industries Department,"Tamil Nadu Newsprint and Papers Ltd.,",0,3,,56,56,,50,4,,1,,1,,,156,,,,3,,16,16,7,7,2,,1,1,newsprint papers,"Tamil Nadu Newsprint and Papers Ltd.,",Body/Corporation
2016,59,W,Industries Department,Tamil Nadu Cements Corporation,0,10,,118,118,8,87,19,,,,4,,,16,,,,9,,63,63,62,1,,,1,1,cements,Tamil Nadu Cements Corporation,Body/Corporation
2016,59,W,Industries Department,Tamil Nadu Magnesite Corporation,0,1,2,28,30,,30,,,,,,,,52,,,,1,,,,,,,,1,1,magnesite,Tamil Nadu Magnesite Limited,Body/Corporation
2016,59,W,Industries Department,"Tamil Nadu Industrial Explosives Ltd.,",0,1,,5,5,,5,,,,,,,,46,,,,1,,,,,,,,1,1,industrial explosives,"Tamil Nadu Industrial Explosives Ltd.,",Body/Corporation
2016,59,W,Industries Department,"Tamil Nadu Minerals Ltd.,",0,1,,37,37,,36,,,,,1,,,244,,,,1,,9,9,9,,,,1,1,minerals,"Tamil Nadu Minerals Ltd.,",Body/Corporation
2016,59,W,Industries Department,Tamil Nadu Sugar Corporation,0,1,,17,17,11,6,,,,,,,,,,,,1,,3,3,3,,,,1,1,sugar,Tamil Nadu Sugar Corporation,Body/Corporation
2016,59,W,Industries Department,Industries Department Total,1,71,95,2002,2097,316,1569,57,,1,,82,,72,18695,,,,26,280,276,556,446,33,77,,1,1,industries total,Industries Department Total,HOD
2016,59,W,Information Technology Department,"Information Technology Department, Secretariat",0,1,,28,28,22,6,,,,,,,,,,,,1,,,,,,,,1,1,information technology secretariat,"Information Technology Department, Secretariat",Secretariat
2016,59,W,Information Technology Department,"Electronics Corporation of Tamil Nadu Ltd.,",0,1,2,54,56,1,55,,,,,,,,,,,,1,,3,3,3,,,,1,1,electronics,"Electronics Corporation of Tamil Nadu Ltd.,",Body/Corporation
2016,59,W,Information Technology Department,e-Governance,0,1,,11,11,,11,,,,,,,,,,,,1,,,,,,,,1,1,e governance,e-Governance,HOD
2016,59,W,Information Technology Department,Tamil Nadu Arasu Cable TV Corporation Ltd.,0,1,88,217,305,,293,,,,,,,12,316,,,,1,,14,14,13,,1,,1,1,arasu cable tv,Tamil Nadu Arasu Cable TV Corporation Ltd.,Body/Corporation
2016,59,W,Information Technology Department,Tamil Virtual Academy,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,virtual academy,Tamil Virtual Academy,HOD
2016,59,W,Information Technology Department,Information Technology Department Total,1,5,90,310,400,23,365,,,,,,,12,316,,,,5,,17,17,16,,1,,1,1,information technology total,Information Technology Department Total,HOD
2016,59,W,Labour and Employment Department,"Labour and Employment Department, Secretariat",0,8,,383,333,161,167,,,,,5,,,650,,,,10,,3,3,3,,,,0,1,labour employment secretariat,"Labour and Employment Department, Secretariat",Secretariat
2016,59,W,Labour and Employment Department,Commissionarate of Labour,0,493,25,1669,1694,177,1361,3,,,,104,,49,7050,,,,48,1,139,140,129,9,2,,1,1,commissionarate labour,Commissionarate of Labour,HOD
2016,60,W,Labour and Employment Department,Industrial Safety and Health,0,59,,556,556,113,433,,,,,,,10,,,,,33,,16,16,16,,,,1,1,industrial safety health,Directorate of Industrial Safety and Health,HOD
2016,60,W,Labour and Employment Department,Employment and Training,0,149,346,1837,2183,69,2076,5,,,,6,,27,537,,,,11,61,106,167,163,,4,,1,1,employment training employment wing,Commissionerate of Employment and Training (Employment wing),HOD
2016,60,W,Labour and Employment Department,"Overseas Manpower Corporation Ltd.,",0,1,,4,4,,4,,,,,,,,,,,,1,,,,,,,,1,1,overseas manpower,"Overseas Manpower Corporation Ltd.,",Body/Corporation
2016,60,W,Labour and Employment Department,Tamil Nadu Labour Welfare Board,0,1,,15,15,2,13,,,,,,,,,,,,1,,,,,,,,1,1,labour welfare board,Tamil Nadu Labour Welfare Board,Body/Corporation
2016,60,W,Labour and Employment Department,Tamil Nadu Construction Workers Welfare Board,0,33,1,74,75,48,27,,,,,,,,196,,,,1,1,24,25,25,,,,1,1,construction workers welfare board,Tamil Nadu Construction Workers Welfare Board,Body/Corporation
2016,60,W,Labour and Employment Department,Tamil Nadu Manual Workers Social Security and Welfare Board,0,1,,61,61,29,32,,,,,,,,304,,,,1,,6,6,6,,,,1,1,manual workers social security welfare board,Tamil Nadu Manual Workers Social Security and Welfare Board,Body/Corporation
2016,60,W,Labour and Employment Department,Tamil Nadu Institute of Labour Studies,0,1,,1,1,,1,,,,,,,,,,,,1,,,,,,,,1,1,institute labour studies,Tamil Nadu Institute of Labour Studies,Body/Corporation
2016,60,W,Labour and Employment Department,Tamil Nadu Silk Development Corporation,0,1,,5,5,,5,,,,,,,,,,,,1,,,,,,,,1,1,silk development,Tamil Nadu Silk Development Corporation,Body/Corporation
2016,60,W,Labour and Employment Department,Labour and Employment Department Total,1,747,372,4555,4927,599,4119,8,,,,115,,86,8737,,,,108,63,294,357,342,9,6,,1,1,labour employment total,Labour and Employment Department Total,HOD
2016,60,W,Law Department,"Law Department, Secretariat",0,1,,223,223,81,67,,,,,75,,,24,,,,1,,13,13,5,8,,,1,1,law secretariat,"Law Department, Secretariat",Secretariat
2016,60,W,Law Department,Legal Studies,0,8,,37,37,4,33,,,,,,,,,,,,2,,2,2,2,,,,1,1,legal studies,Directorate of Legal Studies,HOD
2016,60,W,Law Department,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",0,1,,119,119,5,110,,,,,,,4,,,,,1,1,24,25,24,,1,,1,1,dr ambedkar law university,"The Tamil Nadu Dr.Ambedkar Law University, Chennai",Body/Corporation
2016,60,W,Law Department,"The Tamil Nadu National Law School, Tiruchirappalli.",0,1,,4,4,,4,,,,,,,,,,,,1,,1,1,1,,,,1,1,national law school tiruchirappalli,"The Tamil Nadu National Law School, Tiruchirappalli.",HOD
2016,60,W,Law Department,Law Department Total,1,11,,383,383,90,214,,,,,75,,4,24,,,,5,1,40,41,32,8,1,,1,1,law total,Law Department Total,HOD
2016,60,W,"Micro, Small and Medium Enterprises Department","Micro, Small and Medium Enterprises Department, Secretariat",0,3,,44,44,11,33,,,,,,,,354,,,,2,,,,,,,,1,1,micro small medium enterprises secretariat,"Micro, Small and Medium Enterprises Department, Secretariat",Secretariat
2016,60,W,"Micro, Small and Medium Enterprises Department",Industries and Commerce,0,37,,242,242,6,236,,,,,,,,,,,,33,,12,12,12,,,,1,1,industries commerce,Commissionerate of Industries and Commerce,HOD
2016,60,W,"Micro, Small and Medium Enterprises Department",Tamil Nadu Small Industries Development Corporation,0,1,8,93,101,2,90,2,,,,,,7,381,,,,1,1,2,3,1,,2,,1,1,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2016,61,W,"Micro, Small and Medium Enterprises Department",Tamil Nadu Small Industries Corporation Limited,0,7,,15,15,,8,7,,,,,,,,,,,1,,6,6,5,1,,,1,1,small industries,Tamil Nadu Small Industries Corporation Limited,Body/Corporation
2016,61,W,"Micro, Small and Medium Enterprises Department",Entrepreneurship Development Institute,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,entrepreneurship development innovation institute,Tamil Nadu Entrepreneurship Development and Innovation Institute,Body/Corporation
2016,61,W,"Micro, Small and Medium Enterprises Department","Micro, Small and Medium Enterprises Department Total",1,49,8,394,402,19,367,9,,,,,,7,735,,,,38,1,20,21,18,1,2,,1,1,micro small medium enterprises total,"Micro, Small and Medium Enterprises Department Total",HOD
2016,61,W,Municipal Administration and Water Supply Department,"Municipal Administration and Water Supply Department, Secretariat",0,6,,524,524,366,144,,,,,14,,,,,,,6,,19,19,19,,,,1,1,municipal administration water supply secretariat,"Municipal Administration and Water Supply Department, Secretariat",Secretariat
2016,61,W,Municipal Administration and Water Supply Department,Commissionarate of Municipal Administration,0,7,,714,714,169,525,,,,,,,20,11688,,,,1,,171,171,171,,,,1,1,commissionarate municipal administration,Commissionarate of Municipal Administration,HOD
2016,61,W,Municipal Administration and Water Supply Department,Chennai Metropolitan Water Supply and Sewerage Board,0,45,13,749,762,24,738,,,,,,,,998,,,,21,,44,44,44,,,,1,1,metropolitan water supply sewerage board,Chennai Metropolitan Water Supply and Sewerage Board,Body/Corporation
2016,61,W,Municipal Administration and Water Supply Department,Greater Chennai Corporation,0,92,629,6360,6989,765,5652,43,,,,34,,495,1870,,,,46,34,496,530,510,2,18,,1,1,greater,Greater Chennai Corporation,Body/Corporation
2016,61,W,Municipal Administration and Water Supply Department,Town Panchayats,0,546,38,8452,8490,496,7985,,,,,4,,5,3316,,,,18,15,1084,1099,1082,8,9,,1,1,town panchayats,Directorate of Town Panchayats,HOD
2016,61,W,Municipal Administration and Water Supply Department,Tamil Nadu Water Supply and Drainage Board,0,32,15,450,465,17,435,2,,,,,,11,4624,,,,32,,25,25,25,,,,1,1,water supply drainage board,Tamil Nadu Water Supply and Drainage Board,Body/Corporation
2016,61,W,Municipal Administration and Water Supply Department,Municipal Administration and Water Supply Department Total,1,728,695,17249,17944,1837,15479,45,,,,52,,531,22496,,,,124,49,1839,1888,1851,10,27,,1,1,municipal administration water supply total,Municipal Administration and Water Supply Department Total,HOD
2016,61,W,Personnel and Administrative Reforms Department,"Personnel and Administrative Reforms Department, Secretariat",0,15,1,1850,1851,445,1374,3,,,,29,,,4848,,,,10,,92,92,74,18,,,1,1,personnel administrative reforms secretariat,"Personnel and Administrative Reforms Department, Secretariat",Secretariat
2016,61,W,Personnel and Administrative Reforms Department,Tamil Nadu Public Service Commission,0,31,100,1116,1216,27,989,41,,,,23,,136,1832,,,,6,22,231,253,193,27,33,,1,1,public service commission,Tamil Nadu Public Service Commission,Body/Corporation
2016,61,W,Personnel and Administrative Reforms Department,Vigilance and Anti Corruption,0,1,15,327,342,122,135,15,,,,64,,6,,,,,1,2,56,58,51,2,5,,1,1,vigilance anti corruption,Directorate of Vigilance and Anti Corruption,HOD
2016,61,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Chennai",0,1,,3,3,,3,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,61,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Tiruchirappalli",0,1,,2,2,,,2,,,,,,,,,,,1,,1,1,,1,,,1,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,61,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Madurai",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,62,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Coimbatore",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,62,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Tirunelveli",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,62,W,Personnel and Administrative Reforms Department,"Commissioner for Disciplinary Proceedings, Nagarcoil",0,1,,2,2,,2,,,,,,,,,,,,1,,,,,,,,1,1,commissioner for disciplinary proceedings,"Commissioner for Disciplinary Proceedings, Chennai",HOD
2016,62,W,Personnel and Administrative Reforms Department,Director General of Training,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,director general training,Director General of Training,HOD
2016,62,W,Personnel and Administrative Reforms Department,A & B wing foundational course Training Institute,0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,a b wing foundational course training institute,A & B wing foundational course Training Institute,Body/Corporation
2016,62,W,Personnel and Administrative Reforms Department,All India Civil Services Coaching Centre,0,1,,6,6,,6,,,,,,,,,,,,1,,,,,,,,1,1,all india civil services coaching centre,All India Civil Services Coaching Centre,HOD
2016,62,W,Personnel and Administrative Reforms Department,Civil Service Training Institute,0,1,,28,28,,28,,,,,,,,,,,,1,,,,,,,,1,1,civil service training institute,Civil Service Training Institute,Body/Corporation
2016,62,W,Personnel and Administrative Reforms Department,Anna Institute of management,0,1,,8,8,3,5,,,,,,,,,,,,1,,,,,,,,1,1,anna institute management,Anna Institute of management,Body/Corporation
2016,62,W,Personnel and Administrative Reforms Department,Vigilance Commission,0,2,,45,45,27,17,,,,,1,,,,,,,1,,4,4,4,,,,1,1,vigilance commission,Vigilance Commission,Body/Corporation
2016,62,W,Personnel and Administrative Reforms Department,Personnel and Administrative Reforms Department Total,1,60,116,3387,3503,624,2559,61,,,,117,,142,6680,,,,29,24,384,408,322,48,38,,1,1,personnel administrative reforms total,Personnel and Administrative Reforms Department Total,HOD
2016,62,W,"Planning, Development and Special Initiatives Department","Planning, Development and Special Initiatives Department, Secretariat",0,1,,32,32,10,22,,,,,,,,,,,,1,,,,,,,,1,1,planning development special initiatives secretariat,"Planning, Development and Special Initiatives Department, Secretariat",Secretariat
2016,62,W,"Planning, Development and Special Initiatives Department",Evaluation and Applied Research,0,2,,2,2,,2,,,,,,,,,,,,1,,,,,,,,1,1,evaluation applied research,Directorate of Evaluation and Applied Research,HOD
2016,62,W,"Planning, Development and Special Initiatives Department",Economics and Statistics,0,43,1,64,65,9,49,1,,,,5,,1,64,,,,3,,8,8,6,2,,,1,1,economics statistics,Economics and Statistics,HOD
2016,62,W,"Planning, Development and Special Initiatives Department",State Planning Commission,0,1,,2,2,,1,,,,,,,1,,,,,1,,,,,,,,1,1,state planning commission,State Planning Commission,Body/Corporation
2016,62,W,"Planning, Development and Special Initiatives Department",Hill Area Development and Programme,0,1,,6,6,,6,,,,,,,,,,,,1,,,,,,,,1,1,special area development programme,Special Area Development and Programme,HOD
2016,62,W,"Planning, Development and Special Initiatives Department","Planning, Development and Special Initiatives Department Total",1,48,1,106,107,19,80,1,,,,5,,2,64,,,,7,,8,8,6,2,,,1,1,planning development special initiatives total,"Planning, Development and Special Initiatives Department Total",HOD
2016,62,W,Public Department,"Public Department, Secretariat",0,18,,3521,3521,2596,426,73,,1,2,423,,,594,,,,8,,74,74,70,4,,,1,1,public secretariat,"Public Department, Secretariat",Secretariat
2016,62,W,Public Department,Governor’s Secretariat,0,1,,202,202,72,98,,,,,32,,,662,,,,1,,8,8,1,7,,,1,1,governor s secretariat,Governor’s Secretariat,Secretariat
2016,63,W,Public Department,"Governor’s House Hold, Raj Bhavan",0,1,,10,10,5,5,,,,,,,,,,,,1,,1,1,1,,,,1,1,governor s house hold raj bhavan,"Governor’s House Hold Office, Raj Bhavan",HOD
2016,63,W,Public Department,State Human Rights Commission,0,1,,424,424,33,380,8,,2,,1,,,300,,,,1,,33,33,33,,,,1,1,state human rights commission,State Human Rights Commission,Body/Corporation
2016,63,W,Public Department,State Guest House,0,1,,1,1,,1,,,,,,,,,,,,1,,1,1,1,,,,1,1,state guest house,State Guest House,HOD
2016,63,W,Public Department,"Tamil Nadu House, New Delhi",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,house new delhi,"Tamil Nadu House, New Delhi",HOD
2016,63,W,Public Department,"Tamizhagam Guest House, Udhagmandalam",0,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,tamizhagam guest house udhagmandalam,"Tamizhagam Guest House, Udhagmandalam",HOD
2016,63,W,Public Department,Tamil Nadu Ex-Servicemen Corporation,0,1,,17,17,,17,,,,,,,,,,,,1,,3,3,3,,,,1,1,ex servicemen,Tamil Nadu Ex-Servicemen Corporation,Body/Corporation
