year,page,layout,dept_hint,name,is_total,pios,opening,received,total,transferred,replied,rej_s8,rej_s9,rej_s11,rej_s24,rej_other,rej_total,pending,charges_rs,fee_rs,penalty_rs,amount_total_rs,faas,fa_opening,fa_received,fa_total,fa_disposed,fa_rejected,fa_pending,disciplinary,chk_total,chk_disposal,key,canonical,tier
2022,59,T,,"Chief Engineer, PWD, Coimbatore Region",0,14,6,146,152,14,135,1,0,0,0,0,,2,430,,,,11,0,4,4,4,0,0,,1,1,chief engineer pwd coimbatore region,"Chief Engineer, PWD, Coimbatore Region",HOD
2022,59,T,,"Chief Engineer, PWD, Madurai Region",0,39,2,289,291,45,239,1,0,0,0,0,,6,4302,,,,21,0,20,20,20,0,0,,1,1,chief engineer pwd madurai region,"Chief Engineer, PWD, Madurai Region",HOD
2022,59,T,,"SE (P&D) Circle, PWD",0,4,0,20,20,6,14,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,,1,1,se p d circle pwd,"SE (P&D) Circle, PWD",HOD
2022,59,T,,"Architect, PWD",0,1,0,2,2,0,2,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,,1,1,architect pwd,"Architect, PWD",HOD
2022,59,T,,"Quality Control, PWD",0,3,0,2,2,0,2,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,quality control pwd,"Quality Control, PWD",HOD
2022,59,T,,"Directorate of Boilers, PWD",0,10,0,10,10,0,10,0,0,0,0,0,,0,60,,,,1,0,1,1,1,0,0,,1,1,boilers pwd,"Directorate of Boilers, PWD",HOD
2022,59,T,,Total,1,134,22,1194,1216,219,934,6,0,0,0,2,,55,11267,,,,56,0,78,78,72,0,6,,1,1,total,Total,HOD
2022,60,T,,"Revenue and Disaster Management Department, Secretariat",0,13,0,3274,3274,2940,302,0,0,0,0,32,,0,353,,,,7,0,396,396,380,16,0,,1,1,revenue disaster management secretariat,"Revenue and Disaster Management Department, Secretariat",Secretariat
2022,60,T,,"Commissionerate of Revenue Administration, Disaster Management and Mitigation",0,777,3723,144543,148266,45973,95596,581,66,157,61,1781,,4051,1359391,,,,460,419,15147,15566,13810,250,1506,,1,1,revenue administration disaster management mitigation,Revenue Administration Disaster Management and Mitigation,HOD
2022,60,T,,Commissionerate of Land Administration,0,8,5,1100,1105,773,314,1,0,0,0,17,,0,16564,,,,5,0,67,67,62,5,0,,1,1,land administration,Commissionerate of Land Administration,HOD
2022,60,T,,Commissionerate of Land Reforms,0,2,18,394,412,65,321,0,0,0,0,26,,0,0,,,,1,0,20,20,20,0,0,,1,1,land reforms,Commissionerate of Land Reforms,HOD
2022,60,T,,Commissionerate of Survey and Settlement,0,119,154,9453,9607,5158,4247,0,0,0,0,37,,165,374565,,,,45,76,1455,1531,1425,28,78,,1,1,survey settlement,Survey and Settlement,HOD
2022,60,T,,Commissionerate of Urban Land Ceiling and Urban Land Tax,0,8,9,410,419,38,372,0,0,0,0,3,,6,7352,,,,1,1,35,36,36,0,0,,1,1,urban land ceiling urban land tax,Commissionerate of Urban Land Ceiling and Urban Land Tax,HOD
2022,60,T,,Total,1,927,3909,159174,163083,54947,101152,582,66,157,61,1896,,4222,1758225,,,,519,496,17120,17616,15733,299,1584,,1,1,total,Total,HOD
2022,60,T,,"Rural Development and Panchayat Raj Department, Secretariat",0,9,0,1975,1975,1841,115,2,0,0,0,17,,0,16350,,,,4,0,365,365,355,10,0,,1,1,rural development panchayat raj secretariat,"Rural Development and Panchayat Raj Department, Secretariat",Secretariat
2022,60,T,,Directorate of Rural Development and Panchayat Raj,0,1136,3293,42640,45933,5691,32142,65,4,2,0,108,,7921,648124,,,,1020,430,3940,4370,3386,166,818,,1,1,rural development panchayat raj secretariat,"Rural Development and Panchayat Raj Department, Secretariat",HOD
2022,60,T,,Tamil Nadu Corporation for,0,39,13,475,488,82,389,3,3,0,0,0,,11,1848,,,,39,0,78,78,74,2,2,,1,1,for,Tamil Nadu Corporation for,Body/Corporation
2022,61,T,,"Development of Women Ltd.,",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,for development women,Tamil Nadu Corporation for Development of Women,Body/Corporation
2022,61,T,,Tamil Nadu Vaazhndhu Kattuvoom Project,0,1,0,4,4,0,4,0,0,0,0,0,,0,0,,,,1,0,1,1,1,0,0,,1,1,vaazhndhu kattuvoom project,Tamil Nadu Vaazhndhu Kattuvoom Project,HOD
2022,61,T,,Tamil Nadu Coastal Sustainable Livelihood Society,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,coastal sustainable livelihood society,Tamil Nadu Coastal Sustainable Livelihood Society,Body/Corporation
2022,61,T,,Tamil Nadu State Election Commission,0,1,0,357,357,218,139,0,0,0,0,0,,0,3786,,,,1,0,26,26,26,0,0,,1,1,state election commission,Tamil Nadu State Election Commission,Body/Corporation
2022,61,T,,State Institute of Rural Development,0,1,0,3,3,1,2,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,state institute rural development,State Institute of Rural Development,Body/Corporation
2022,61,T,,Total,1,1187,3306,45454,48760,7833,32791,70,7,2,0,125,,7932,670108,,,,1065,430,4410,4840,3842,178,820,,1,1,total,Total,HOD
2022,61,T,,"School Education Department, Secretariat",0,6,0,1716,1716,1312,330,0,0,0,42,32,,0,17562,,,,4,0,201,201,201,0,0,,1,1,school education,Directorate of School Education,Secretariat
2022,61,T,,Commissionerate of School Education,0,1,0,2934,2934,720,2210,4,0,0,0,0,,0,29340,,,,1,0,89,89,89,0,0,,1,1,school education,Directorate of School Education,HOD
2022,61,T,,Directorate of Elementary Education,0,1,0,1063,1063,393,670,0,0,0,0,0,,0,10630,,,,1,0,0,0,0,0,0,,1,1,elementary education,Directorate of Elementary Education,HOD
2022,61,T,,Directorate of Private Schools,0,1,0,304,304,139,165,0,0,0,0,0,,0,3040,,,,1,0,9,9,9,0,0,,1,1,private schools,Directorate of Private Schools,HOD
2022,61,T,,Directorate of Non formal & Adult Education,0,1,0,7,7,0,7,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,,1,1,nonformal adult education,Nonformal & Adult Education,HOD
2022,61,T,,State Council of Educational Research and Training,0,33,0,123,123,24,83,3,0,0,7,6,,0,0,,,,33,0,7,7,7,0,0,,1,1,state council education research training,Directorate of State Council of Education Research and Training,HOD
2022,61,T,,Directorate of Government Examinations,0,9,0,385,385,21,364,0,0,0,0,0,,0,5814,,,,2,0,47,47,47,0,0,,1,1,examinations,Directorate of Government Examinations,HOD
2022,62,T,,Directorate of Public Libraries,0,35,0,833,833,0,833,0,0,0,0,0,,0,9794,,,,35,0,69,69,69,0,0,,1,1,public libraries,Directorate of Public Libraries,HOD
2022,62,T,,Tamil Nadu Text Book and Educational Services Corporation,0,1,0,13,13,0,13,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,text book educational services,Tamil Nadu Text Book and Educational Services Corporation,Body/Corporation
2022,62,T,,Teachers Recruitment Board,0,11,400,993,1393,22,711,0,0,0,0,0,,660,9130,,,,4,71,52,123,54,0,69,,1,1,teachers recruitment board,Teachers Recruitment Board,Body/Corporation
2022,62,T,,State Project Directorate of Samagra Shiksha Abhiyan,0,38,8,162,170,14,140,0,0,0,0,0,,16,0,,,,38,0,20,20,20,0,0,,1,1,state project samagra shiksha abhiyan,State Project Directorate of Samagra Shiksha Abhiyan,HOD
2022,62,T,,Total,1,137,408,8533,8941,2645,5526,7,0,0,49,38,,676,85310,,,,120,71,494,565,496,0,69,,1,1,total,Total,HOD
2022,62,T,,"Social Reforms Department, Secretariat",0,2,0,4,4,1,3,0,0,0,0,0,,0,0,,,,1,0,1,1,1,0,0,,1,1,social reforms secretariat,"Social Reforms Department, Secretariat",Secretariat
2022,62,T,,Social Justice Monitoring Committee,0,1,0,5,5,0,5,0,0,0,0,0,,0,0,,,,1,0,1,1,1,0,0,,1,1,social justice monitoring committee,Social Justice Monitoring Committee,HOD
2022,62,T,,Total,1,3,0,9,9,1,8,0,0,0,0,0,,0,0,,,,2,0,2,2,2,0,0,,1,1,total,Total,HOD
2022,62,T,,"Social Welfare and Women Empowerment Department, Secretariat",0,3,0,405,405,324,80,0,0,0,0,1,,0,2054,,,,2,1,21,22,22,0,0,,1,1,social welfare,Tamil Nadu Social Welfare Board,Secretariat
2022,62,T,,Directorate of Social Welfare,0,39,12,392,404,48,334,0,2,0,0,0,,20,1520,,,,38,0,17,17,17,0,0,,1,1,social welfare,Tamil Nadu Social Welfare Board,HOD
2022,62,T,,Directorate of Social Defence,0,17,0,40,40,0,40,0,0,0,0,0,,0,630,,,,17,0,0,0,0,0,0,,1,1,social defence,Commissionerate of Social Defence,HOD
2022,62,T,,Directorate of Integrated Child Development Services,0,1,0,136,136,5,131,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,,1,1,integrated child development services,Directorate of Integrated Child Development Services,HOD
2022,62,T,,Total,1,60,12,973,985,377,585,0,2,0,0,1,,20,4254,,,,58,1,38,39,39,0,0,,1,1,total,Total,HOD
2022,63,T,"Special Programme Implementation Department, Secretariat,","Special Programme Implementation Department, Secretariat, Total",1,1,0,19,19,10,9,0,0,0,0,0,,0,70,,,,1,0,1,1,1,0,0,,1,1,special programme implementation secretariat total,"Special Programme Implementation Department, Secretariat, Total",Secretariat
2022,63,T,,"Tamil Development and Information Department, Secretariat",0,4,0,52,52,45,7,0,0,0,0,0,,0,340,,,,3,0,0,0,0,0,0,,1,1,development information secretariat,"Tamil Development and Information Department, Secretariat",Secretariat
2022,63,T,,Directorate of Tamil Development,0,36,0,44,44,0,44,0,0,0,0,0,,0,780,,,,1,0,0,0,0,0,0,,1,1,backward classes economic development,Tamil Nadu Backward Classes Economic Development Corporation,HOD
2022,63,T,,"Tamil University,Thanjavur",0,1,2,64,66,1,58,4,0,0,0,0,,3,470,,,,1,0,6,6,4,2,0,,1,1,university thanjavur,"Tamil University,Thanjavur",Body/Corporation
2022,63,T,,International Institute of Tamil Studies Taramani.,0,1,0,10,10,1,9,0,0,0,0,0,,0,100,,,,1,0,2,2,2,0,0,,1,1,international institute studies,International Institute of Tamil Studies,Body/Corporation
2022,63,T,,"Ulaga Tamil Sangam,Madurai",0,1,0,1,1,0,1,0,0,0,0,0,,0,10,,,,1,0,0,0,0,0,0,,1,1,ulaga sangam madurai,"Ulaga Tamil Sangam,Madurai",HOD
2022,63,T,,Directorate of Tamil Etymological Dictionary Project,0,1,0,5,5,0,5,0,0,0,0,0,,0,320,,,,1,0,0,0,0,0,0,,1,1,etymological dictionary project,Directorate of Tamil Etymological Dictionary Project,HOD
2022,63,T,,Directorate of Information and Public Relations,0,1,1,154,155,6,116,4,0,0,0,21,,8,1714,,,,1,3,15,18,15,0,3,,1,1,information public relations,Directorate of Information and Public Relations,HOD
2022,63,T,,Directorate of Stationery and Printing,0,9,3,201,204,31,154,7,0,1,0,1,,10,2020,,,,9,0,14,14,14,0,0,,1,1,stationery printing,Directorate of Stationery and Printing,HOD
2022,63,T,,Total,1,54,6,531,537,84,394,15,0,1,0,22,,21,5754,,,,18,3,37,40,35,2,3,,1,1,total,Total,HOD
2022,63,T,,"Tourism, Culture and Religious Endowments Department, Secretariat",0,6,0,432,432,372,58,1,1,0,0,0,,0,4079,,,,3,0,52,52,52,0,0,,1,1,tourism culture religious endowments secretariat,"Tourism, Culture and Religious Endowments Department, Secretariat.",Secretariat
2022,64,T,,Directorate of Museums,0,1,0,6,6,0,6,0,0,0,0,0,,0,30,,,,1,0,0,0,0,0,0,,1,1,museum,Directorate of Museum,HOD
2022,64,T,,Commissionerate of Art and Culture,0,16,0,96,96,9,85,0,0,0,0,0,,2,90,,,,1,0,2,2,2,0,0,,1,1,art culture,Commissionerate of Art and Culture,HOD
2022,64,T,,Commissionerate of Archaeology,0,19,0,47,47,3,44,0,0,0,0,0,,0,610,,,,5,0,0,0,0,0,0,,1,1,archaeology,Commissionerate of Archaeology,HOD
2022,64,T,,Commissionerate of Tourism,0,30,0,32,32,0,30,2,0,0,0,0,,0,316,,,,4,0,4,4,4,0,0,,1,1,tourism,Commissionerate of Tourism,HOD
2022,64,T,,Commissionerate of Hindu Religious and Charitable Endowments,0,106,98,6540,6638,1060,5316,46,0,0,0,14,,202,11371,,,,66,19,963,982,853,58,71,,1,1,hindu religious charitable endowments,Commissionerate of Hindu Religious and Charitable Endowments,HOD
2022,64,T,,Tamil Nadu Tourism Development Corporation,0,5,2,36,38,9,22,0,0,0,0,2,,5,2450,,,,1,0,0,0,0,0,0,,1,1,tourism development,Tamil Nadu Tourism Development Corporation,Body/Corporation
2022,64,T,,Total,1,183,100,7189,7289,1453,5561,49,1,0,0,16,,209,18946,,,,81,19,1021,1040,911,58,71,,1,1,total,Total,HOD
2022,64,T,,"Transport Department, Secretariat",0,4,0,485,485,398,68,2,1,0,0,16,,0,3790,,,,2,0,68,68,68,0,0,,1,1,transport secretariat,"Transport Department, Secretariat",Secretariat
2022,64,T,,"Metropolitan Transport Corporation (Chennai) Ltd.,",0,1,3,658,661,5,597,15,0,6,0,23,,15,10600,,,,1,0,126,126,115,0,11,,1,1,metropolitan transport,"Metropolitan Transport Corporation (Chennai) Ltd.,",Body/Corporation
2022,64,T,,"State Express Transport Corporation, Chennai",0,1,19,766,785,6,705,12,0,3,0,27,,32,7525,,,,1,3,123,126,114,0,12,,1,1,state express transport,"State Express Transport Corporation, Chennai",Body/Corporation
2022,64,T,,"Tamil Nadu State Transport Corporation (Villupuram) Ltd.,",0,1,137,1013,1150,10,1083,0,0,0,0,0,,57,2354,,,,1,31,148,179,171,0,8,,1,1,state transport villupuram,"Tamil Nadu State Transport Corporation (Villupuram) Ltd.,",Body/Corporation
2022,64,T,,"Tamil Nadu State Transport Corporation (Salem), Ltd.,",0,1,81,914,995,0,810,66,0,0,0,25,,94,22560,,,,1,0,93,89,89,0,4,,1,1,state transport salem,"Tamil Nadu State Transport Corporation (Salem), Ltd.,",Body/Corporation
2022,64,T,,"Tamil Nadu State Transport Corporation (Coimbatore) Ltd.,",0,1,79,1401,1480,3,1289,0,0,0,0,0,,188,11839,,,,1,21,197,218,180,0,38,,1,1,state transport coimbatore,"Tamil Nadu State Transport Corporation (Coimbatore) Ltd.,",Body/Corporation
2022,65,T,,"Tamil Nadu State Transport Corporation (Kumbakonam) Ltd.,",0,1,41,948,989,2,843,40,0,0,0,44,,60,22291,,,,1,3,111,114,95,8,11,,1,1,state transport kumbakonam,"Tamil Nadu State Transport Corporation (Kumbakonam) Ltd.,",Body/Corporation
2022,65,T,,"Tamil Nadu State Transport Corporation (Madurai) Ltd.,",0,1,48,984,1032,4,960,0,0,0,0,29,,39,30761,,,,1,14,50,64,52,0,12,,1,1,state transport madurai,"Tamil Nadu State Transport Corporation (Madurai) Ltd.,",Body/Corporation
2022,65,T,,"Tamil Nadu State Transport Corporation (Tirunelveli) Ltd.,",0,1,15,937,952,5,935,0,0,0,0,12,,0,1817,,,,1,0,132,132,132,0,0,,1,1,state transport tirunelveli,"Tamil Nadu State Transport Corporation (Tirunelveli) Ltd.,",Body/Corporation
2022,65,T,,"Motor Vehicles & Maintenance Department, Chennai",0,1,0,28,28,1,27,0,0,0,0,0,,0,280,,,,1,0,8,8,8,0,0,,1,1,motor vehicles maintenance,"Motor Vehicles & Maintenance Department, Chennai",HOD
2022,65,T,,"Institute of Road Transport, Chennai",0,1,0,33,33,15,18,0,0,0,0,0,,0,0,,,,1,0,6,6,6,0,0,,1,1,institute road transport,"Institute of Road Transport, Chennai",Body/Corporation
2022,65,T,,"Transport Development Finance Corporation Ltd.,",0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,transport development finance,"Transport Development Finance Corporation Ltd.,",Body/Corporation
2022,65,T,,"Pallavan Transport Consultancy Services, Chennai",0,1,0,11,11,0,11,0,0,0,0,0,,0,100,,,,1,0,0,0,0,0,0,,1,1,pallavan transport consultancy services,"Pallavan Transport Consultancy Services, Chennai",HOD
2022,65,T,,Total,1,15,423,8178,8601,449,7346,135,1,9,0,176,,485,113917,,,,13,72,1062,1130,1030,8,96,,1,1,total,Total,HOD
2022,65,T,,"Water Resources Department, Secretariat",0,20,0,251,251,211,32,1,0,0,0,5,,2,2448,,,,8,0,46,46,42,4,0,,1,1,water resources secretariat,"Water Resources Department, Secretariat",Secretariat
2022,65,T,,"Engineer–in-chief & Chief Engineer (General), WRD",0,5,16,495,511,292,185,0,0,4,0,22,,8,522,,,,5,0,57,57,52,3,2,,1,1,engineer in chief chief engineer general,Engineer- in-Chief & Chief Engineer (General),HOD
2022,65,T,,"Water Resources Department, Chennai Region",0,49,0,1190,1190,165,995,29,0,0,0,1,,0,10250,,,,5,0,74,74,74,0,0,,1,1,water resources region,"Water Resources Department, Chennai Region",HOD
2022,66,T,,"Water Resources Department, Trichy Region",0,26,9,930,939,78,836,4,0,0,0,9,,12,4452,,,,26,0,137,137,125,11,1,,1,1,water resources region,"Water Resources Department, Chennai Region",HOD
2022,66,T,,"Water Resources Department, Madurai Region",0,28,22,982,1004,113,844,2,0,0,1,8,,36,610,,,,28,1,97,98,89,5,4,,1,1,water resources madurai region,"Water Resources Department, Madurai Region",HOD
2022,66,T,,"Water Resources Department, Coimbatore Region",0,12,32,827,859,114,711,0,0,0,0,4,,30,2646,,,,10,1,65,66,63,1,2,,1,1,water resources coimbatore region,"Water Resources Department, Coimbatore Region",HOD
2022,66,T,,Design Research and Construction Support,0,8,0,24,24,1,23,0,0,0,0,0,,0,0,,,,3,0,0,0,0,0,0,,1,1,design research construction support,Design Research and Construction Support Department,HOD
2022,66,T,,Plan Formulation,0,14,0,35,35,11,24,0,0,0,0,0,,0,230,,,,14,0,1,1,1,0,0,,1,1,plan formulation,Plan Formulation Department,HOD
2022,66,T,,Operation and Maintenance,0,5,0,10,10,0,10,0,0,0,0,0,,0,100,,,,5,0,0,0,0,0,0,,1,1,operation maintenance,Operation and Maintenance,HOD
2022,66,T,,State Ground Water and Surface Water Resources Data Centre,0,14,6,163,169,19,145,1,0,0,0,1,,3,727,,,,14,0,11,11,11,0,0,,1,1,data centre,State Ground Water and Surface Water Resources Data Centre,HOD
2022,66,T,,Institute for Water Studies,0,12,0,11,11,3,8,0,0,0,0,0,,0,0,,,,2,0,0,0,0,0,0,,1,1,institute for water studies,Institute for Water Studies,Body/Corporation
2022,66,T,,Irrigation Management Training Institute,0,1,0,13,13,5,8,0,0,0,0,0,,0,250,,,,1,0,4,4,3,1,0,,1,1,irrigation management training institute,Irrigation Management Training Institute,Body/Corporation
2022,66,T,,Cauvery Technical Cell,0,1,0,10,10,10,0,0,0,0,0,0,,0,0,,,,1,0,0,0,0,0,0,,1,1,cauvery technical cell,Cauvery Technical Cell,HOD
2022,66,T,,State Water resources Management Agency,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,,,0,0,0,0,0,0,0,,1,1,state water resources management agency wrd taramani,"State Water Resources Management Agency WRD,Taramani,Chennai",Body/Corporation
2022,66,T,,Total,1,195,85,4941,5026,1022,3821,37,0,4,1,50,,91,22235,,,,122,2,492,494,460,25,9,,1,1,total,Total,HOD
2022,66,T,,"Welfare of Differently Abled Persons Department, Secretariat",0,1,0,89,89,59,30,0,0,0,0,0,,0,0,,,,1,0,2,2,2,0,0,,1,1,welfare differently abled persons secretariat,"Welfare of Differently Abled Persons Department, Secretariat",Secretariat
2022,67,T,,Commissionerate for the Welfare of Differently Abled,0,45,19,632,651,17,634,0,0,0,0,0,,0,0,,,,2,0,16,16,16,0,0,,1,1,for welfare differently abled,Commissionerate for the Welfare of Differently Abled,HOD
2022,67,T,,Total,1,46,19,721,740,76,664,0,0,0,0,0,,0,0,,,,3,0,18,18,18,0,0,,1,1,total,Total,HOD
2022,67,T,,Tamil Nadu Vigilance Commission,0,2,0,37,37,23,14,0,0,0,0,0,,0,210,,,,0,0,3,3,3,0,0,,1,1,vigilance commission,Vigilance Commission,Body/Corporation
2022,67,T,,Youth Welfare and Sports Development Department,0,1,0,35,35,35,0,0,0,0,0,0,,0,350,,,,1,0,0,0,0,0,0,,1,1,youth welfare sports development secretariat,"Youth Welfare and Sports Development, Secretariat",HOD
2022,67,T,,Sports Development Authority of Tamil Nadu,0,39,0,90,90,2,88,0,0,0,0,0,,0,900,,,,7,0,3,3,3,0,0,,1,1,sports development authority,Sports Development Authority of Tamil Nadu,Body/Corporation
2022,67,T,,National Cadet Corps,0,58,0,7,7,0,7,0,0,0,0,0,,0,70,,,,1,0,2,2,0,2,0,,1,1,national cadet corps,National Cadet Corps,HOD
2022,67,T,,National Service Scheme,0,1,0,1,1,0,1,0,0,0,0,0,,0,10,,,,1,0,0,0,0,0,0,,1,1,national service scheme,National Service Scheme,HOD
2022,67,T,,Tamil Nadu Physical Education and Sports University,0,1,8,48,56,0,44,0,0,0,0,0,,12,480,,,,1,2,2,4,4,0,0,,1,1,physical education sports university,Tamil Nadu Physical Education and Sports University,Body/Corporation
2022,67,T,,Total,1,100,8,181,189,37,140,0,0,0,0,0,,12,1810,,,,11,2,7,9,7,2,0,,1,1,total,Total,HOD
2022,67,T,Legislative Assembly Secretariat,Legislative Assembly Secretariat Total,1,18,0,137,137,40,77,13,0,0,0,7,,0,2982,,,,2,0,25,25,21,4,0,,1,1,legislative assembly secretariat total,Legislative Assembly Secretariat Total,Secretariat
2022,67,T,Tamil Nadu Information Commission,Tamil Nadu Information Commission Total,1,1,108,1634,1742,154,1476,0,0,0,0,0,,112,0,,,,1,0,78,78,74,0,4,,1,1,information commission total,Tamil Nadu Information Commission Total,Body/Corporation
2022,67,T,Grand,Grand Total,1,10617,15699,463611,479310,107318,338210,3176,186,527,672,5628,,23593,4895037,,,,4521,2232,49181,51413,45611,1776,4026,,1,1,grand total,Grand Total,HOD
2023,45,C,Adi Dravidar and Tribal Welfare Department,"Adi Dravidar and Tribal Welfare Department, Secretariat",0,,0,353,353,197,152,,,,,,4,,455,3510,0,,,,42,,42,,,0,1,1,adi dravidar tribal welfare secretariat,Directorate of Tribal Welfare,Secretariat
2023,45,C,Adi Dravidar and Tribal Welfare Department,Directorate of Adi Dravidar Welfare,0,,0,372,372,0,372,,,,,,0,,0,4206,0,,,,52,,42,,,0,1,1,adi dravidar welfare,Directorate of Adi Dravidar Welfare,HOD
2023,45,C,Adi Dravidar and Tribal Welfare Department,Directorate of Tribal Welfare,0,,0,72,72,7,65,,,,,,0,,0,720,0,,,,3,,3,,,0,1,1,adi dravidar tribal welfare secretariat,Directorate of Tribal Welfare,HOD
2023,45,C,Adi Dravidar and Tribal Welfare Department,Tamil Nadu Adi Dravidar Housing and Development (TAHDCO),0,,0,98,98,0,98,,,,,,0,,0,920,0,,,,0,,0,,,0,1,1,adi dravidar housing development tahdco,Tamil Nadu Adi Dravidar Housing and Development Corporation (TAHDCO),HOD
2023,45,C,Adi Dravidar and Tribal Welfare Department,Tamil Nadu State Commission for SC / ST,0,,0,34,34,4,30,,,,,,0,,0,340,0,,,,2,,2,,,0,1,1,state commission for sc st,Tamil Nadu State Commission for SC / ST,Body/Corporation
2023,46,C,Agriculture and Farmers Welfare Department,"Agriculture and Farmers Welfare Department, Secretariat",0,,0,360,360,313,46,,,,,,1,,0,868,0,,,,46,,45,,,0,1,1,agriculture farmers welfare secretariat,"Agriculture and Farmers Welfare Department, Secretariat",Secretariat
2023,46,C,Agriculture and Farmers Welfare Department,Commissioner of Sugar,0,,0,39,39,4,35,,,,,,0,,470,230,0,,,,2,,2,,,0,1,1,commissioner sugar,Commissioner of Sugar,HOD
2023,46,C,Agriculture and Farmers Welfare Department,"Commissioner, Agricultural Marketing and Agri Business",0,,1,388,389,34,312,,,,,,41,,802,2720,0,,,,62,,60,,,0,1,0,agricultural marketing agri business,Agricultural Marketing and Agri Business,HOD
2023,46,C,Agriculture and Farmers Welfare Department,Director of Agriculture,0,,107,1957,2064,260,1542,,,,,,94,,3360,17425,0,,,,304,,252,,,0,1,0,director agriculture,Director of Agriculture,HOD
2023,46,C,Agriculture and Farmers Welfare Department,Director of Horticulture and Plantation Crops,0,,6,352,358,49,266,,,,,,34,,1284,3140,0,,,,25,,24,,,0,1,0,horticulture plantation crops,Directorate of Horticulture and Plantation Crops,HOD
2023,46,C,Agriculture and Farmers Welfare Department,"Executive Director, Tamil Nadu Watershed Development Agency.",0,,7,2,9,0,9,,,,,,0,,0,90,0,,,,0,,0,,,0,1,1,watershed development agency,Tamil Nadu Watershed Development Agency,Body/Corporation
2023,46,C,Agriculture and Farmers Welfare Department,The Chief Engineer (Agricultural Engineering),0,,2,404,406,15,341,,,,,,15,,1104,1920,0,,,,37,,37,,,0,1,0,agricultural engineering,Agricultural Engineering,HOD
2023,46,C,Agriculture and Farmers Welfare Department,The Director of Seed Certification and Organic Certification,0,,0,8,8,1,7,,,,,,0,,0,0,0,,,,0,,0,,,0,1,1,seed certification organic certification,Directorate of Seed Certification and Organic Certification,HOD
2023,46,C,Agriculture and Farmers Welfare Department,"The Registrar, Tamil Nadu Agricultural University, Coimbatore.",0,,12,171,183,13,105,,,,,,58,,988,1651,0,,,,13,,12,,,0,1,0,agricultural university,Tamil Nadu Agricultural University,Body/Corporation
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department","Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department, Secretariat",0,,0,190,190,154,29,,,,,,5,,0,300,0,,,,26,,26,,,0,1,0,animal husbandry dairying fisheries fishermen welfare secretariat,Commissionerate of Fisheries & Fishermen Welfare,Secretariat
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",Directorate of Milk Production and Dairy Development,0,,0,258,258,0,213,,,,,,0,,1372,1360,0,,,,35,,35,,,0,1,0,milk production dairy development,Directorate of Milk Production and Dairy Development,HOD
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",TN Co-operative Milk Producers Federation,0,,0,111,111,0,111,,,,,,0,,0,640,0,,,,19,,19,,,0,1,1,co operative milk producers federation,Tamil Nadu Co-operative Milk Producers Federation,HOD
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",TN Veterinary and Animal Sciences University,0,,10,108,118,3,101,,,,,,1,,250,1020,0,,,,12,,12,,,0,1,0,veterinary animal sciences university,Tamil Nadu Veterinary and Animal Sciences University,Body/Corporation
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",Director of Animal Husbandry & Veterinary Services,0,,0,459,459,51,385,,,,,,0,,0,1602,0,,,,25,,25,,,0,1,0,director animal husbandry veterinary services,Director of Animal Husbandry and Veterinary Services,HOD
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",TN Livestock Development Agency,0,,0,5,5,0,5,,,,,,0,,0,0,0,,,,5,,5,,,0,1,1,livestock development agency,Tamil Nadu Livestock Development Agency,Body/Corporation
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",Commissionerate of Fisheries & Fishermen Welfare,0,,1,598,599,74,58,,,,,,0,,482,582,0,,,,34,,34,,,0,1,0,animal husbandry dairying fisheries fishermen welfare secretariat,Commissionerate of Fisheries & Fishermen Welfare,HOD
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",TN Dr.J.Jayalalitha Fisheries University,0,,0,29,29,0,25,,,,,,4,,776,250,0,,,,2,,2,,,0,1,1,dr j jayalalitha fisheries university,Tamil Nadu Dr.J.Jayalalitha Fisheries University,Body/Corporation
2023,47,C,"Animal Husbandry, Dairying, Fisheries & Fishermen Welfare Department",TN Fisheries Development Corporation,0,,0,16,16,1,15,,,,,,0,,0,90,0,,,,1,,1,,,0,1,1,fisheries development,Tamil Nadu Fisheries Development Corporation,Body/Corporation
