application_id,batch_id,authority_id,state,department,topic,language,channel,template_version,treatment,assigned_ra,randomization_stratum,filing_outcome,not_filed_reason,filing_date,registration_number,fee_paid_inr,payment_mode,payment_reference,evidence_url,screen_recording_url,due_date,filed_by,notes,source_row_id,office_name,tree_department,node_id,parent_id,level,tier,path,portal
TN-126,b2026q3_02,TN-bfe604a8fa11ef57,Tamil Nadu,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, TIRUVALLUR",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, TIRUVALLUR","BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",bfe604a8fa11ef57,4f2a7bd0ad47c606,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > DIRECTORATE OF BACKWARD CLASSES WELFARE > DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, TIRUVALLUR",rti_tamil_nadu
TN-127,b2026q3_02,TN-a138cccf046f37fb,Tamil Nadu,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VILLUPURAM",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VILLUPURAM","BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",a138cccf046f37fb,4f2a7bd0ad47c606,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > DIRECTORATE OF BACKWARD CLASSES WELFARE > DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VILLUPURAM",rti_tamil_nadu
TN-128,b2026q3_02,TN-0b8d6f8a8536e573,Tamil Nadu,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VIRUDHUNAGAR",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,"DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VIRUDHUNAGAR","BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",0b8d6f8a8536e573,4f2a7bd0ad47c606,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > DIRECTORATE OF BACKWARD CLASSES WELFARE > DISTRICT BACKWARD CLASSES AND MINORITIES WELFARE OFFICER, VIRUDHUNAGAR",rti_tamil_nadu
TN-129,b2026q3_02,TN-b7813d42c7b1071e,Tamil Nadu,"DISTRICT MINORITIES WELFARE OFFICER, TIRUNELVELI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,"DISTRICT MINORITIES WELFARE OFFICER, TIRUNELVELI","BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",b7813d42c7b1071e,599beaf3a8b76ade,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > DIRECTORATE OF MINORITIES WELFARE > DISTRICT MINORITIES WELFARE OFFICER, TIRUNELVELI",rti_tamil_nadu
TN-130,b2026q3_02,TN-acbd607bd77ccb77,Tamil Nadu,TAMIL NADU WAQF BOARD - CHENNAI ZONE,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - CHENNAI ZONE,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",acbd607bd77ccb77,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - CHENNAI ZONE",rti_tamil_nadu
TN-131,b2026q3_02,TN-47b623ca10bea5dd,Tamil Nadu,TAMIL NADU WAQF BOARD - MADURAI ZONE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - MADURAI ZONE,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",47b623ca10bea5dd,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - MADURAI ZONE",rti_tamil_nadu
TN-132,b2026q3_02,TN-aa54a0284efe7fce,Tamil Nadu,TAMIL NADU WAQF BOARD - POONAMALLEE ZON,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - POONAMALLEE ZON,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",aa54a0284efe7fce,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - POONAMALLEE ZON",rti_tamil_nadu
TN-133,b2026q3_02,TN-5582eb5371e86a14,Tamil Nadu,TAMIL NADU WAQF BOARD - THANJAVUR ZONE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - THANJAVUR ZONE,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",5582eb5371e86a14,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - THANJAVUR ZONE",rti_tamil_nadu
TN-134,b2026q3_02,TN-d23041b6172bead6,Tamil Nadu,TAMIL NADU WAQF BOARD - TIRUNELVELI ZONE,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - TIRUNELVELI ZONE,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",d23041b6172bead6,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - TIRUNELVELI ZONE",rti_tamil_nadu
TN-135,b2026q3_02,TN-4ac0b70f8f0048e3,Tamil Nadu,TAMIL NADU WAQF BOARD - VELLORE ZONE,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA1,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART | Sub Office",,,,,,,,,,,,,,TAMIL NADU WAQF BOARD - VELLORE ZONE,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART",4ac0b70f8f0048e3,b7b386703d3ce192,3,Sub Office,"BACKWARD CLASSES, MOST BACKWARD CLASSES AND MINORITIES WELFARE DEPART > TAMIL NADU WAQF BOARD > TAMIL NADU WAQF BOARD - VELLORE ZONE",rti_tamil_nadu
TN-136,b2026q3_02,TN-487719a087e28859,Tamil Nadu,COMMERCIAL TAXES AND REGISTRATION,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,COMMERCIAL TAXES AND REGISTRATION | Department,,,,,,,,,,,,,,COMMERCIAL TAXES AND REGISTRATION,COMMERCIAL TAXES AND REGISTRATION,487719a087e28859,displayPa,1,Department,COMMERCIAL TAXES AND REGISTRATION,rti_tamil_nadu
TN-137,b2026q3_02,TN-a1b7c22755cf5714,Tamil Nadu,INSPECTOR GENERAL OF REGISTRATION,rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,COMMERCIAL TAXES AND REGISTRATION | Head of Department,,,,,,,,,,,,,,INSPECTOR GENERAL OF REGISTRATION,COMMERCIAL TAXES AND REGISTRATION,a1b7c22755cf5714,487719a087e28859,2,Head of Department,COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION,rti_tamil_nadu
TN-138,b2026q3_02,TN-7756d47c973ad8ee,Tamil Nadu,OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,COMMERCIAL TAXES AND REGISTRATION | Head of Department,,,,,,,,,,,,,,OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES,COMMERCIAL TAXES AND REGISTRATION,7756d47c973ad8ee,487719a087e28859,2,Head of Department,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES,rti_tamil_nadu
TN-139,b2026q3_02,TN-de4d11dd9bb38173,Tamil Nadu,JOINT COMMISSIONER (STATE TAXES) ERODE DIVISION,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,JOINT COMMISSIONER (STATE TAXES) ERODE DIVISION,COMMERCIAL TAXES AND REGISTRATION,de4d11dd9bb38173,7756d47c973ad8ee,3,Sub Office,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES) ERODE DIVISION,rti_tamil_nadu
TN-140,b2026q3_02,TN-466d616ccd81da2f,Tamil Nadu,"SPECIAL DEPUTY COLLECTOR(STAMP) OFFICE,MADURAI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SPECIAL DEPUTY COLLECTOR(STAMP) OFFICE,MADURAI",COMMERCIAL TAXES AND REGISTRATION,466d616ccd81da2f,a1b7c22755cf5714,3,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > SPECIAL DEPUTY COLLECTOR(STAMP) OFFICE,MADURAI",rti_tamil_nadu
TN-141,b2026q3_02,TN-5b4bd6f0ac4b8776,Tamil Nadu,ASSISTANT COMMISSIONER (STATE TAXES) AYOTHIYAPATNAM ASSESSMENT CIRCLE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,ASSISTANT COMMISSIONER (STATE TAXES) AYOTHIYAPATNAM ASSESSMENT CIRCLE,COMMERCIAL TAXES AND REGISTRATION,5b4bd6f0ac4b8776,cf85dd9c09a85320,4,Sub Office,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES) SALEM DIVISION > ASSISTANT COMMISSIONER (STATE TAXES) AYOTHIYAPATNAM ASSESSMENT CIRCLE,rti_tamil_nadu
TN-142,b2026q3_02,TN-f86813363b47e72c,Tamil Nadu,ASSISTANT COMMISSIONER (STATE TAXES) KUMARAPALAYAM ASSESSMENT CIRCLE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,ASSISTANT COMMISSIONER (STATE TAXES) KUMARAPALAYAM ASSESSMENT CIRCLE,COMMERCIAL TAXES AND REGISTRATION,f86813363b47e72c,cf85dd9c09a85320,4,Sub Office,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES) SALEM DIVISION > ASSISTANT COMMISSIONER (STATE TAXES) KUMARAPALAYAM ASSESSMENT CIRCLE,rti_tamil_nadu
TN-143,b2026q3_02,TN-fe05153815c37a1c,Tamil Nadu,ASSISTANT COMMISSIONER (STATE TAXES) MADURAI RURAL SOUTH ASSESSMENT CIRCLE,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,ASSISTANT COMMISSIONER (STATE TAXES) MADURAI RURAL SOUTH ASSESSMENT CIRCLE,COMMERCIAL TAXES AND REGISTRATION,fe05153815c37a1c,0077657a978f2ccb,4,Sub Office,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES) MADURAI DIVISION > ASSISTANT COMMISSIONER (STATE TAXES) MADURAI RURAL SOUTH ASSESSMENT CIRCLE,rti_tamil_nadu
TN-144,b2026q3_02,TN-3ca20cee94ef2cd0,Tamil Nadu,"ASSISTANT COMMISSIONER (STATE TAXES), TENKASI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"ASSISTANT COMMISSIONER (STATE TAXES), TENKASI",COMMERCIAL TAXES AND REGISTRATION,3ca20cee94ef2cd0,8549703f4f8bb96e,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES), TIRUNELVELI DIVISION > ASSISTANT COMMISSIONER (STATE TAXES), TENKASI",rti_tamil_nadu
TN-145,b2026q3_02,TN-238f96c0e3997f82,Tamil Nadu,ASSISTANT COMMISSIONER(STATE TAXES)-2 TUTICORIN,rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,ASSISTANT COMMISSIONER(STATE TAXES)-2 TUTICORIN,COMMERCIAL TAXES AND REGISTRATION,238f96c0e3997f82,8549703f4f8bb96e,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES), TIRUNELVELI DIVISION > ASSISTANT COMMISSIONER(STATE TAXES)-2 TUTICORIN",rti_tamil_nadu
TN-146,b2026q3_02,TN-450a3e1f76a9bec8,Tamil Nadu,DEPUTY COMMISSIONER (STATE TAXES) DHARMAPURI.,rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,DEPUTY COMMISSIONER (STATE TAXES) DHARMAPURI.,COMMERCIAL TAXES AND REGISTRATION,450a3e1f76a9bec8,6f4d0d53727df153,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES), HOSUR DIVISION > DEPUTY COMMISSIONER (STATE TAXES) DHARMAPURI.",rti_tamil_nadu
TN-147,b2026q3_02,TN-5f5ca9d5f4dbf664,Tamil Nadu,DEPUTY COMMISSIONER (STATE TAXES) MADURAI(EAST),rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,DEPUTY COMMISSIONER (STATE TAXES) MADURAI(EAST),COMMERCIAL TAXES AND REGISTRATION,5f5ca9d5f4dbf664,0077657a978f2ccb,4,Sub Office,COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES) MADURAI DIVISION > DEPUTY COMMISSIONER (STATE TAXES) MADURAI(EAST),rti_tamil_nadu
TN-148,b2026q3_02,TN-02595a9094c087ec,Tamil Nadu,DEPUTY COMMISSIONER (STATE TAXES) TIRUNELVELI,rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,DEPUTY COMMISSIONER (STATE TAXES) TIRUNELVELI,COMMERCIAL TAXES AND REGISTRATION,02595a9094c087ec,8549703f4f8bb96e,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > OFFICE OF THE COMMISSIONER OF COMMERCIAL TAXES > JOINT COMMISSIONER (STATE TAXES), TIRUNELVELI DIVISION > DEPUTY COMMISSIONER (STATE TAXES) TIRUNELVELI",rti_tamil_nadu
TN-149,b2026q3_02,TN-fe1a4da602d29619,Tamil Nadu,"DISTRICT REGISTRAR OFFICE (ADMIN), MADURAI (SOUTH)",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"DISTRICT REGISTRAR OFFICE (ADMIN), MADURAI (SOUTH)",COMMERCIAL TAXES AND REGISTRATION,fe1a4da602d29619,754a31dbf3d3794d,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE,MADURAI ZONE > DISTRICT REGISTRAR OFFICE (ADMIN), MADURAI (SOUTH)",rti_tamil_nadu
TN-150,b2026q3_02,TN-f78cc73141589bb1,Tamil Nadu,"DISTRICT REGISTRAR(ADMIN), KRISHNAGIRI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"DISTRICT REGISTRAR(ADMIN), KRISHNAGIRI",COMMERCIAL TAXES AND REGISTRATION,f78cc73141589bb1,d0369f295323e032,4,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR OF REGISTRATION OFFICE , SALEM > DISTRICT REGISTRAR(ADMIN), KRISHNAGIRI",rti_tamil_nadu
TN-151,b2026q3_02,TN-189433a0411e3c8b,Tamil Nadu,"JOINT 4 SROSUB-REGISTRAR OFFICE ,MADURAI SOUTH",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"JOINT 4 SROSUB-REGISTRAR OFFICE ,MADURAI SOUTH",COMMERCIAL TAXES AND REGISTRATION,189433a0411e3c8b,fe1a4da602d29619,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE,MADURAI ZONE > DISTRICT REGISTRAR OFFICE (ADMIN), MADURAI (SOUTH) > JOINT 4 SROSUB-REGISTRAR OFFICE ,MADURAI SOUTH",rti_tamil_nadu
TN-152,b2026q3_02,TN-27d81df09adc52f2,Tamil Nadu,"SUB REGISTRAR OFFICE , GANAPATHI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE , GANAPATHI",COMMERCIAL TAXES AND REGISTRATION,27d81df09adc52f2,96424c9b4fddac86,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENRAL OF REGISTRATION OFFICE,COIMBATORE > DISTRICT REGISTRAR OFFICE (ADMIN),COIMBATORE (NORTH) > SUB REGISTRAR OFFICE , GANAPATHI",rti_tamil_nadu
TN-153,b2026q3_02,TN-6adb46967059f718,Tamil Nadu,"SUB REGISTRAR OFFICE , MANAVALAKURICHI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE , MANAVALAKURICHI",COMMERCIAL TAXES AND REGISTRATION,6adb46967059f718,230272bcc368edee,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE, TRIUNELVELI > DISTRICT REGISTRAR (ADMIN) OFFICE KANYAKUMARI > SUB REGISTRAR OFFICE , MANAVALAKURICHI",rti_tamil_nadu
TN-154,b2026q3_02,TN-9cd12949a1edd511,Tamil Nadu,"SUB REGISTRAR OFFICE , VERKILAMBI",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE , VERKILAMBI",COMMERCIAL TAXES AND REGISTRATION,9cd12949a1edd511,2e10ab5cc91e547f,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE, TRIUNELVELI > DISTRICT REGISTRAR (ADMIN) OFFICE MARTHANDAM > SUB REGISTRAR OFFICE , VERKILAMBI",rti_tamil_nadu
TN-155,b2026q3_02,TN-b8d00650fd620963,Tamil Nadu,"SUB REGISTRAR OFFICE, AMBUR",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, AMBUR",COMMERCIAL TAXES AND REGISTRATION,b8d00650fd620963,ba4173249b28606a,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GERNERAL OF REGISTRATION OFFICE, VELLORE > DISTRICT REGISTRAR OFFICE(ADMIN), TIRUPATHUR > SUB REGISTRAR OFFICE, AMBUR",rti_tamil_nadu
TN-156,b2026q3_02,TN-a6b33c6e271735c1,Tamil Nadu,"SUB REGISTRAR OFFICE, ARCOT",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA3,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, ARCOT",COMMERCIAL TAXES AND REGISTRATION,a6b33c6e271735c1,bf3722c0cbabb550,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GERNERAL OF REGISTRATION OFFICE, VELLORE > DISTRICT REGISTRAR OFFICE(ADMIN), RANIPET > SUB REGISTRAR OFFICE, ARCOT",rti_tamil_nadu
TN-157,b2026q3_02,TN-5f7ba5ee3254975e,Tamil Nadu,"SUB REGISTRAR OFFICE, BOGHALUR",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA4,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, BOGHALUR",COMMERCIAL TAXES AND REGISTRATION,5f7ba5ee3254975e,fe20fcf3194a300d,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE, RAMANATHAPURAM > DISTRICT REGISTRAR (ADMIN) OFFICE, RAMANATHAPURAM > SUB REGISTRAR OFFICE, BOGHALUR",rti_tamil_nadu
TN-158,b2026q3_02,TN-5eb331809d07003e,Tamil Nadu,"SUB REGISTRAR OFFICE, GANDHIPURAM",rti_meta,en,portal,wave1-rti-information-v1,legal_salience,RA1,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, GANDHIPURAM",COMMERCIAL TAXES AND REGISTRATION,5eb331809d07003e,96424c9b4fddac86,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENRAL OF REGISTRATION OFFICE,COIMBATORE > DISTRICT REGISTRAR OFFICE (ADMIN),COIMBATORE (NORTH) > SUB REGISTRAR OFFICE, GANDHIPURAM",rti_tamil_nadu
TN-159,b2026q3_02,TN-9ac3d4cabc0fa5c1,Tamil Nadu,"SUB REGISTRAR OFFICE, KARUMATHAMPATTI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, KARUMATHAMPATTI",COMMERCIAL TAXES AND REGISTRATION,9ac3d4cabc0fa5c1,c1dda139845736a4,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENRAL OF REGISTRATION OFFICE,COIMBATORE > DISTRICT REGISTRAR OFFICE (ADMIN),COIMBATORE SOUTH > SUB REGISTRAR OFFICE, KARUMATHAMPATTI",rti_tamil_nadu
TN-160,b2026q3_02,TN-c91026c83a2548e2,Tamil Nadu,"SUB REGISTRAR OFFICE, KARUTHATTANKUDI",rti_meta,en,portal,wave1-rti-information-v1,plain,RA2,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, KARUTHATTANKUDI",COMMERCIAL TAXES AND REGISTRATION,c91026c83a2548e2,368f646e715d9c8a,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE , THANJAVUR > DISTRICT REGISTRAR OFFICE (ADMIN) THANJAVUR > SUB REGISTRAR OFFICE, KARUTHATTANKUDI",rti_tamil_nadu
TN-161,b2026q3_02,TN-55aa5844145beb21,Tamil Nadu,"SUB REGISTRAR OFFICE, KATTUPUTHUR",rti_meta,en,portal,wave1-rti-information-v1,plain,RA3,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, KATTUPUTHUR",COMMERCIAL TAXES AND REGISTRATION,55aa5844145beb21,2630038a411e3e98,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE ,TRICHY > DISTRICT REGISTRAR OFFICE(ADMIN) , TRICHY > SUB REGISTRAR OFFICE, KATTUPUTHUR",rti_tamil_nadu
TN-162,b2026q3_02,TN-d6150e6d5af973c2,Tamil Nadu,"SUB REGISTRAR OFFICE, KUNNUR VIRUDHUNAGAR",rti_meta,en,portal,wave1-rti-information-v1,plain,RA1,COMMERCIAL TAXES AND REGISTRATION | Sub Office,,,,,,,,,,,,,,"SUB REGISTRAR OFFICE, KUNNUR VIRUDHUNAGAR",COMMERCIAL TAXES AND REGISTRATION,d6150e6d5af973c2,0cce18b3435fb077,5,Sub Office,"COMMERCIAL TAXES AND REGISTRATION > INSPECTOR GENERAL OF REGISTRATION > DEPUTY INSPECTOR GENERAL OF REGISTRATION OFFICE, RAMANATHAPURAM > DISTRICT REGISTRAR (ADMIN) OFFICE VIRUDHUNAGAR > SUB REGISTRAR OFFICE, KUNNUR VIRUDHUNAGAR",rti_tamil_nadu
